field_uuid,crop_name,average_yield
05561bc1-3a78-4591-9549-dbec88779d69,soybeans,4123.0
769aee99-427b-478d-9316-f1bae4056e43,soybeans,5802.0
6aa50411-a482-46b2-b2c9-cc602a4bac20,corn,5063.0
ee649803-bf8b-437c-af3d-93fe0863fce8,corn,4881.0
744e43cc-bcbc-4e64-8785-c869b90a7d6e,soybeans,4886.0
f18d4331-e8a5-4981-9688-f70f06bcf895,soybeans,4939.0
06f23073-a247-4b38-ad96-99adbe6dc7fb,corn,6530.0
5c99d209-146d-4136-a450-92b9ebac9b87,soybeans,4398.0
b008483d-6680-4be3-9e37-4ed947cf28c8,soybeans,5570.0
68d467ba-d87a-4703-88db-ae344a23f6ac,corn,5266.0
cef4b403-5999-4f88-b613-7a5335015d0f,soybeans,4972.0
72bceba2-03b9-4832-9b59-97ee309abb71,soybeans,4683.0
fc8e16ef-4baa-429d-9987-f99a09172d05,soybeans,5800.0
e94ac7e8-bae0-4ddc-a43e-faf0bfe3298a,soybeans,5634.0
c5fdc68f-3483-4ebe-9c6c-4bd7ea254fcf,soybeans,4890.0
ca8a57f9-9a94-4dcd-907f-62d247e93aae,soybeans,4656.0
48e1ced5-288b-4883-9645-da8a22830773,soybeans,5441.0
a9bed8d7-1cf6-4443-bff5-9424b7bd16f7,soybeans,4126.0
6af291d6-18aa-48d9-ba67-56962d54edd9,soybeans,4047.0
3d33403b-ad4a-4500-b953-1fde2cdcd32a,corn,6373.0
b78b10f3-b894-42f9-9c00-9b83cbcba72a,soybeans,4087.0
785b1743-216a-4e4a-b16c-fb7f79e77bc9,corn,6662.0
42727f65-ade6-49a3-9fac-cac5d3017729,corn,6546.0
4e073ee3-1112-4878-b732-9e976bd9af1f,soybeans,4719.0
278e3bd6-3e89-4ef0-904f-4394a0e00c04,soybeans,4760.0
aff2b9f2-b1f2-42e7-9eab-4660eb881cfe,corn,5789.0
28c80bea-4c6b-4d43-b65d-68c627a7e8d0,soybeans,5336.0
4278185a-5188-4c9d-8f36-c73b81229c09,soybeans,4966.0
4f31a6a1-58ff-4715-ad63-b6aacce76afb,soybeans,4595.0
6ad1fdbe-4184-4e9e-86ea-645c11d718cf,corn,5569.0
e6ccf031-50d0-4b2e-b197-0a310031addd,soybeans,5879.0
8407de28-0512-4e97-b345-f8f63c2b9a10,soybeans,4750.0
8d18107a-f93e-47e2-a663-29f386043405,corn,6674.0
75910dcc-dc10-4578-adf7-4376d8a06683,corn,5148.0
5d19c232-691c-4000-9340-6253ad3ad77a,soybeans,5325.0
eec53bed-91d2-4580-b1df-edca796839cb,corn,6175.0
2e997af3-a416-46a0-a515-f9debd19443c,soybeans,5674.0
7bd028aa-eead-4a27-921a-fbe69f5ce151,soybeans,4936.0
39612df2-e06d-4fba-b046-b705386ebe5a,corn,5138.0
ee548abf-ff0f-4c00-8bf7-3c5c6c2daebb,corn,6703.0
59021c9a-01d8-45ec-bedc-1f0a54774782,soybeans,4605.0
acb6b111-da68-46f3-98d6-00222e6cca30,soybeans,5262.0
3e3e5ba6-5e00-4635-8ac5-7260ac7c319b,soybeans,5856.0
d47e6065-b28e-4b4a-acfe-5e06dc090f37,soybeans,5754.0
c9111f77-740c-41b2-b944-082bddaf5907,soybeans,4703.0
a6879df9-4539-4519-bb47-35b7f2c61bc7,corn,6227.0
a4bb479d-75d3-402a-b36c-cedad0628d52,soybeans,5946.0
c7d2510a-a31e-41ba-bbaf-7f76d85b5c0f,soybeans,5038.0
6fa507fa-1821-4eaf-b0c6-57a97398b4e5,soybeans,5972.0
ec6b35b3-d76f-4e71-bcc6-593fe5afc7b1,corn,5430.0
8c2bfadf-e3f8-4aaa-9e6e-6807c6127078,corn,6063.0
4cbf1280-7d13-46fa-9bbe-dce439978d9d,corn,5288.0
12e42b2c-0145-4035-a032-f0e3fc177b70,corn,5534.0
a3285b22-7175-4bdd-9bd3-eea476b91d2e,soybeans,4417.0
a6b6707d-558e-4352-a86d-5b47be1ea896,soybeans,4114.0
35ce31f7-373f-43d1-87b1-59302c06a2b6,soybeans,5726.0
6f75da49-dbb2-43ae-bdeb-61170df0e301,soybeans,5340.0
93a6e38b-dfc7-40fb-83f0-b23d4f601305,soybeans,4104.0
1ef0e9c0-ab30-4362-83c8-21c1e9d213d0,soybeans,5249.0
af6563b8-7e59-4022-ab92-bab411bbddaa,corn,6022.0
05a9885f-63fe-498c-8d1f-208184079f9d,soybeans,5005.0
6c78241f-d358-4ecf-8fb5-4d172f0aecc9,soybeans,5345.0
63b0941e-04d5-482d-8a7a-2ad322d8c2a6,soybeans,5306.0
ba7db5fc-bef9-4372-9c08-94bcd0f97011,soybeans,6188.0
94bbb424-1769-46d2-b65c-08f3f89a4b8f,soybeans,4259.0
015769cf-a5c8-4561-8361-cb539709ec5e,soybeans,4891.0
3b1794ad-7d74-48c2-bdb9-e7eb9f743b2e,soybeans,5733.0
26b95a59-5fc1-4974-b51e-694ef83c4be0,corn,6506.0
0cd8f022-9c11-45f8-9a64-2d0457c08cb4,soybeans,6146.0
68cb69e9-75e5-4019-8c6b-a2ac024c87a9,soybeans,5500.0
c6132e1f-02f7-4984-bb88-3b8de3163c4a,corn,5184.0
31211284-5b83-4340-87ea-743e67d0f5d5,corn,6310.0
668e328c-19bf-48b6-ac2b-2d37064a5150,corn,6815.0
02759e29-358b-4003-81c6-bb171b903155,corn,6477.0
cb9ac21f-a0bb-46e8-9fbb-3538ef118a5e,corn,6584.0
d125b9da-3405-46c2-94e0-c4e0f5adb363,soybeans,5980.0
f1533ed8-68b1-48cd-a810-b88028dc480d,corn,5536.0
5bb74a94-bd62-4c0d-9b4f-0962792b4f7e,soybeans,4085.0
7fc84a6a-8ddf-4d8b-a778-ad01f8c3d4eb,soybeans,4631.0
005f5ed0-cc1f-4a92-861e-4a4ecfba47fb,corn,4996.0
84e650a1-dcf5-4fcb-b901-215a9494b731,corn,5224.0
89d5cde5-fabe-45cc-b66e-f9f2a7fd659a,soybeans,6133.0
e06ed8b4-ac4f-4a41-b2d3-858e271cd001,corn,6011.0
0202925c-3a2f-4173-af87-822853a9153f,soybeans,4654.0
e9f1d585-ca32-4456-b97f-cf89d2a72e29,corn,6852.0
ba7073b4-82d8-4c31-8908-6e9cff3ae2fd,soybeans,5940.0
b6d20744-079a-45eb-9745-8a53aa824107,soybeans,5689.0
b46730a3-185a-42f2-9db1-2bea565aa53c,corn,5905.0
e2c0f050-7883-4920-9f57-c33400e724d2,soybeans,4069.0
fe678968-dbc1-4b32-8f75-04d9275493d6,soybeans,4042.0
8ccde54a-f61b-4649-b907-1fa6b130f942,soybeans,5923.0
6c7d7ff1-04f1-46e0-9186-2161d73b7ca8,soybeans,4859.0
7751037b-20f3-4f3d-b609-2337ac5be908,soybeans,6098.0
1c65383d-8d2a-420a-8783-e1b3e197ee5d,soybeans,4042.0
44e4230a-6052-4055-a4db-63ba8d17a68e,soybeans,6048.0
de93eb33-34d5-498a-8eba-24672a58d498,soybeans,4152.0
93273b7e-b74a-4f8a-99bf-a7e6311a8604,soybeans,4363.0
23be6e9e-ecec-41e2-a57c-c57f39f65eae,soybeans,4466.0
2672aa2b-1020-4f3c-a6f2-3b17395552c2,soybeans,5532.0
be2676d0-0563-431f-b993-bffb470420dc,soybeans,4257.0
ae2106c9-ba76-4b91-8ce3-fa8ce6ffb0cb,soybeans,4305.0
cd19dfbb-4f0b-4ba6-b8e6-99c2352e605f,soybeans,6044.0
8d05a9a8-5e5b-4d7d-ae69-db026d2c4578,soybeans,4129.0
61f61ef1-7997-4d3e-bce7-e4230063501e,soybeans,5270.0
c72adf4d-60a7-4f40-9c42-2ab9821020fa,corn,6193.0
5230767b-a240-4608-a761-1635ab37959d,soybeans,5046.0
67b9456d-9770-4cde-a3cb-878af621d2ea,soybeans,5020.0
e2ccce4c-089c-4633-9626-0edff0fd249a,soybeans,5823.0
eaf81943-914b-4f52-9f85-2504f87c9c57,corn,5461.0
1cf4cfb2-fdd3-4c66-b0f5-962b457a094c,soybeans,6191.0
8bbc817d-9015-48cd-b822-3d325f3deaec,soybeans,4158.0
81d12711-4da2-4502-bdbc-327120564d5b,corn,6439.0
5ae61a76-ef83-4b46-a2db-5503d9f64395,soybeans,5893.0
713b18da-3b2a-4223-be57-308b67abcb6f,soybeans,5692.0
11586163-a8f0-4e8c-a445-1e225553ad7d,soybeans,4940.0
b2cd1947-a90a-4a7a-8415-3c6c3df6ef4c,soybeans,4083.0
6ee0bcd7-10b5-4691-8801-3ab198377342,soybeans,5658.0
8070b207-9388-4c72-bf4b-cfc22940be12,soybeans,5519.0
a546f088-0599-4bc9-b9fb-a73fa53061cc,corn,5752.0
125a60db-40c7-4fc4-9552-6019d883ecb0,soybeans,4758.0
03418f8c-0368-4cc2-9823-dfbfd1b31b8a,soybeans,5113.0
5f398c78-4e25-4b51-9fe7-9f4595325b09,corn,5195.0
5b1651e4-f03c-4715-a308-9e12a2cabfc4,soybeans,4710.0
0e53681c-e17a-47e9-837e-60bbaedd451c,soybeans,4953.0
eb27f33b-57ac-4271-8a6d-4551f2f957d8,corn,6011.0
f0651099-2a2d-4f96-89f2-b373972d6846,soybeans,4790.0
44190809-587e-4766-83b1-7817958c97fa,corn,6147.0
23146cf8-da4c-4462-a69a-5efee205f617,soybeans,4456.0
7a59784b-9e39-4096-b001-aaa68a0ffb82,soybeans,5881.0
1b46cbd7-b730-4608-ac23-7713eee44c70,corn,6161.0
a3c9c0ad-5530-4aa7-848e-bb8b5a73574b,soybeans,6145.0
99a0a713-6b49-4f07-9d09-08f7e0427bff,soybeans,5388.0
981e3314-37bc-44b9-a9bb-39f66aab1e53,corn,4884.0
cf9be38f-aaa8-4775-8cfa-94243fc7dd7f,soybeans,5189.0
78255ddb-e043-4b5a-9601-5e09725be7b3,soybeans,4580.0
53d09cc9-8ea9-4882-a672-9f2de3017a9a,soybeans,4810.0
853dcdb0-7a27-4079-a49a-d0a6a09f43ec,soybeans,5022.0
1f01adbb-8ddf-4a0e-b1ee-71c3466801d1,soybeans,4774.0
3ba69c56-b41a-4e47-acb1-825bae4b0d1e,corn,5864.0
bc061cc6-dfec-4002-aedb-76753e7c375c,corn,5000.0
a2e7fc9b-c78b-466c-8ea3-bb3146df3527,corn,5610.0
64670040-1cb0-40c2-8d8a-07b303cbc5a0,corn,5289.0
e10e9e39-d99b-4049-bbbb-27200e22bc45,corn,5515.0
a6a10737-7381-4fd0-b7f9-52c75765ef82,soybeans,5510.0
bccf7ac9-17dd-4140-934e-d5a6651b630f,soybeans,4079.0
f563cbab-37dc-4ceb-89aa-2874db000a6d,soybeans,5134.0
641ad7fe-53be-448e-b525-4673c3547e54,soybeans,4969.0
40960f78-b9d7-4255-8b70-66c538ba0d07,soybeans,4586.0
62a47c3c-5200-4469-a829-62a9b01b6025,corn,4848.0
d28607d9-771b-4b9b-b766-82c1662c201e,corn,5646.0
d1473be7-db69-4060-8ede-8281eb409e97,soybeans,4129.0
cdb09d1f-4c62-4e1f-8a37-b602dfd655fc,soybeans,5168.0
0802bf13-ffb3-4b53-bb17-76682b4d1ffd,soybeans,4100.0
2c26793b-3fa9-4f16-bda3-689b79d03b4b,soybeans,5066.0
7491aa26-552f-4c3e-bc53-9f8f79cab34a,soybeans,6044.0
23fb56d4-ab16-452c-8779-ccfe50799b49,corn,5201.0
91015468-0820-4e27-bcea-5212c0a3be15,soybeans,4720.0
d5b08495-546a-407a-972b-9208fca59d56,corn,6285.0
e495a89c-d80d-472e-b80d-dff6ae419d2f,soybeans,4089.0
e3af6ada-4c78-4f36-945c-bad8fc1fc456,soybeans,5027.0
aa37aaa4-7f6c-4208-a480-47e6d139f5a1,soybeans,4515.0
c635e211-7a65-4985-93dc-2b5d5a90e82f,soybeans,5719.0
d8bf08a0-7f8f-4286-95b8-72c7db7540fb,corn,5643.0
c29c47dd-b698-4f42-adf8-cf58834a209f,soybeans,6183.0
5a9e83d4-9ee0-45c2-8d49-c5daf344cb15,soybeans,4484.0
e25082bc-361c-4e8f-b6a7-f9d0c92bc895,corn,6127.0
8d32eece-ae8e-4bb8-b38b-e5d7783dcf97,corn,6739.0
5b3c805d-8f68-4376-8e26-2ade1cab0c3e,soybeans,5512.0
9a84a657-df91-42ef-b220-e83e14e5f3c5,corn,5535.0
8be431a2-ec4a-4cd6-a312-87f69d64f503,soybeans,5141.0
36f204e1-58a4-4a27-879c-c8bdb8b51281,soybeans,6163.0
9232b4a6-523a-454c-87fe-72092ce7ddc4,corn,6695.0
38eb418a-8b75-4fc2-8c82-e6376d2b781c,corn,6566.0
03d3aafb-429c-4a23-99b4-9ec82f50b1e8,corn,6389.0
ca723934-dfab-4019-8725-5d2f2e8837d9,corn,6738.0
95eac317-83b2-4545-9298-56c422e76ad3,corn,5532.0
7898fd5f-0247-4d74-af9c-56a0339a6cac,soybeans,5750.0
d7479bdb-b445-4951-882e-7461b53e0f4d,soybeans,4718.0
ff0980e7-3431-4bd3-8a34-566f017c8a7a,corn,6006.0
08316b17-fa6b-4b34-92b9-7e3861966666,soybeans,6054.0
63b3a677-4219-409d-99c3-541e456b328e,soybeans,5333.0
b039ec08-baed-4ef0-802c-eb18e9334344,soybeans,5283.0
6af9634f-d598-4d32-969f-c788713a8c9a,soybeans,5433.0
39ad006a-f101-4628-acd8-51a6a338e3dd,soybeans,4107.0
5011fe83-40c2-4376-92e0-b2d9f942f3e1,soybeans,5342.0
71c26cae-1d0b-4c66-8cd5-17f4f49c0bc5,corn,4756.0
3b2c00ed-8b8b-4064-9c9e-9bbb6a29ab8f,soybeans,5174.0
956188c0-ef02-483c-b132-232e8fa37bac,soybeans,5503.0
94ade3ad-22e0-4c81-b56e-4485b573a447,soybeans,5299.0
a19fce27-05f8-4d9e-beea-48a59fb957e3,soybeans,5840.0
9865f12d-df3a-43cb-8666-43f89dfbe362,corn,4849.0
7fddc041-af3e-4019-9746-6d4a907a6ead,corn,4882.0
d774dbf6-28f3-4292-a819-5091202dd084,soybeans,6135.0
c6d69fc4-b14a-4ed4-bd1c-247b0b97ae4c,soybeans,4591.0
8c759feb-054e-437e-a147-541e50831f63,soybeans,5222.0
d64c3efd-1ed9-41d7-8496-e4883142bcb6,soybeans,4122.0
1bca2514-cf58-4488-ab19-6fd115973d53,soybeans,5998.0
dec11fbc-1b7e-4117-9ec1-cd3842433bf3,corn,4777.0
ac2ad080-b632-4c89-ab62-270aa0c56f5c,corn,6033.0
aa9a5fdc-4bdf-4df0-b730-4fd930d13fb4,soybeans,6073.0
4d600f50-e6af-4239-8538-3eda7e8676ce,soybeans,4599.0
3f14bd56-8ded-4768-9290-a5553420624a,soybeans,5104.0
ba4aa6bf-ab3a-4e9f-a9cc-2596fe701382,corn,4798.0
360a070a-fba4-4831-816b-72f36b715112,soybeans,4335.0
4facc264-51e7-496d-abea-87c67e181429,soybeans,4522.0
1ab8175f-73fe-4ce4-8af0-54e8a687b636,corn,5875.0
39d49234-1f3e-48e8-86ef-886bd520deaf,soybeans,4870.0
1c7747fa-9366-4fd5-bbfd-4ba6d52e309c,soybeans,5432.0
ec1acf6e-fc3c-47d2-818b-f5866c25f00a,corn,6632.0
a0bf4bc1-7bb5-413c-bb8b-2312b1e32f23,soybeans,5424.0
e7e353ef-09ce-48df-a26e-7638a45da0c0,corn,5680.0
1c314527-0e72-4943-85e3-9cc0c9a65fbd,soybeans,5861.0
fbe9b6bf-ca61-489a-9970-2e58d13728d0,soybeans,5410.0
fdd31c8d-fadf-4966-85b0-1ba95f43f888,corn,5548.0
2287e70a-e8ad-4637-8f46-1a1cafdc34b8,soybeans,4457.0
2f481f38-763a-42a3-a31f-a137316ed7a9,corn,6110.0
c42735be-c2ce-4eef-b6e5-4d7512965662,soybeans,5967.0
e5960983-1a0b-4934-9768-cfd8f6a5286c,soybeans,4460.0
66ee9066-9905-4ebb-885f-f018b953db45,soybeans,5893.0
9638f136-8a07-4cd4-bf64-0462c4b0c336,soybeans,5706.0
60f6debf-0185-4b5a-af52-de2afea29314,soybeans,5269.0
adfb585c-bce3-4be1-b71f-86d549734938,corn,4826.0
ef10f3bc-d979-401c-b897-42d6c37a545b,soybeans,6199.0
19548996-cedb-48f3-81c3-6914b3740969,corn,6795.0
73f594d4-f8bd-4ee0-bba0-24794e533b09,soybeans,5605.0
d4bb55ab-a929-4e40-9f26-f8972c35b42d,soybeans,4570.0
6b715e8d-5aff-4fe7-b27a-c89dd768d7b7,soybeans,5777.0
8b902e1c-bd6d-49c7-9782-fd5354c9949a,corn,5446.0
143db776-765b-4864-8660-0740bde897ed,soybeans,6090.0
406dd8d3-85fa-4795-92d2-8f4bbaaed0bb,soybeans,4273.0
faaf0a93-7e9a-4084-8f95-c1fc8490c5bc,soybeans,5035.0
2a9d0ec2-d556-4720-967d-814c4fa58b07,corn,6247.0
359c83aa-ac7d-4b13-8716-63f3e7a91ff8,soybeans,4303.0
5febecc2-4501-40c2-a6d6-aa7054b06608,soybeans,5080.0
d1843bfc-b33f-4338-bae8-338648d69f74,corn,5659.0
26f9982d-bce6-4380-b785-789db8922907,soybeans,5843.0
13bcc19e-8a7b-4719-b499-1a25a69b3052,soybeans,5124.0
7a239309-5151-4b81-8227-f5fc332dc152,soybeans,4165.0
617ccd53-f258-4418-94eb-d7b4f50ee0b6,soybeans,6113.0
8b6fb422-883b-4805-b37d-3a8c57bb9c02,corn,4853.0
c4a55c86-2243-4a9b-a3af-ef0edfd755f9,soybeans,4230.0
38353759-b6e0-4861-b5f6-098c9aee1bb9,soybeans,4390.0
9f9c9af6-8a74-4c5f-b003-38029dc0aa8a,corn,5013.0
99a4c1a1-22b2-4c12-a758-24b59c868d15,soybeans,5728.0
2ed3543f-3a3b-49ed-82da-f4eeb497a220,soybeans,6069.0
e4a910c5-e436-45e2-a985-740f6c41ef09,soybeans,5928.0
892e98af-40bc-4f35-a213-f82090ab7baa,corn,4845.0
8a80fa38-958e-44d5-8599-bd06860dda81,soybeans,5590.0
c4968060-cea7-4701-858e-4da5a02bb1b2,corn,6115.0
d841eb45-7085-4353-8106-219c53025079,corn,6251.0
81af3899-b690-4d6f-aa9c-d27ef3bf9335,corn,6519.0
eaf1bfbd-7336-4f66-a748-0da4590e39ad,soybeans,5132.0
ee345621-c0f8-4064-a954-7d2ab4aa9e95,soybeans,6199.0
54c817ef-bf62-41f0-8b06-96d2973cf05d,soybeans,5843.0
b16f3354-bcb7-4643-81c8-b0cb93689047,soybeans,4070.0
a0666eb6-f1ca-44c3-83b9-d3ec7ac4fa9c,soybeans,5005.0
924e406a-dea3-419c-a251-33e724c568e5,soybeans,5827.0
34178ed1-5425-4353-a896-93b12185fe69,corn,6107.0
04de3a6d-5096-486a-8794-9382a44b4d0c,corn,5246.0
32709000-1907-4767-95f0-07adcfdbd2b8,corn,5209.0
dbc609c5-a05d-4385-8de5-8d2c2d9f4df3,soybeans,5652.0
43ba5e57-d533-4b74-9a38-2cf00a72e78d,soybeans,4502.0
ab1f2ffb-c6e5-4582-a25c-dc902b819534,corn,6692.0
bb3c14ad-0032-476e-8cb5-2e30941a1249,soybeans,5379.0
cefcb479-e539-4310-802f-f7accba53822,corn,4857.0
c25bad0d-adc6-48be-bcfb-95b7e13d9a5c,soybeans,4480.0
1e5f01d0-44f8-48cd-9831-01c212a56536,soybeans,4770.0
db2a3a21-33b9-4158-b2ad-c650717b3c04,soybeans,4905.0
527d6cb9-9235-4c35-b573-96d627f9ea55,soybeans,6113.0
ab5cd9f7-c1f2-4fe8-87bd-c929eb6b1f24,corn,5045.0
2557797b-2681-45c6-a81a-f87cb1b9734e,soybeans,4964.0
d7951a2d-64a6-4bf3-80b2-43c2b0a11d9a,corn,5977.0
99ecd3d6-9188-4608-9d1a-1ad40e49ecb6,soybeans,4973.0
e6f27215-f811-44e9-b3ae-6ee149b23258,corn,5553.0
